Partipant ID,TrialNum,Vis,TruePercent,ReportedPercent,Error,LogError,errPlus3
YUCHEN,40,oScatter Plot,20.64655623,23,2.35344377,1.309434528,4.309434528
lalala,19,oScatter Plot,92.31712806,90,2.31712806,1.288138854,4.288138854
Jason,39,oScatter Plot,12.30296535,10,2.30296535,1.279747833,4.279747833
Jason,1,oScatter Plot,27.27015159,25,2.27015159,1.260116968,4.260116968
hh,19,oScatter Plot,47.78684386,50,2.21315614,1.225371275,4.225371275
hh,46,oScatter Plot,57.82094779,60,2.17905221,1.204173409,4.204173409
Jason,38,oScatter Plot,93.99298327,96,2.00701673,1.092218759,4.092218759
Kai,50,oScatter Plot,21.99009569,20,1.99009569,1.080722934,4.080722934
Kai,33,oScatter Plot,51.96220656,50,1.96220656,1.061573384,4.061573384
Anna,20,oScatter Plot,51.86058653,50,1.86058653,0.989565234,3.989565234
hh,25,oScatter Plot,16.8052627,15,1.8052627,0.948797205,3.948797205
Alina,51,oScatter Plot,33.22107828,35,1.77892172,0.928974163,3.928974163
Jason,48,oScatter Plot,6.226009895,8,1.773990105,0.925232388,3.925232388
Anna,10,oScatter Plot,18.75106778,17,1.75106778,0.907711952,3.907711952
Kai,54,oScatter Plot,43.28523392,45,1.71476608,0.879522344,3.879522344
Anna,31,oScatter Plot,33.711022,32,1.711022,0.876583346,3.876583346
test,40,oScatter Plot,28.30109585,30,1.69890415,0.867029915,3.867029915
test,3,oScatter Plot,96.64875106,95,1.64875106,0.826803546,3.826803546
Kai,40,oScatter Plot,21.62399691,20,1.62399691,0.80652774,3.80652774
Jason,0,oScatter Plot,18.3901106,20,1.6098894,0.794843693,3.794843693
YUCHEN,44,oScatter Plot,78.49774813,80,1.50225187,0.702437572,3.702437572
Kai,32,oScatter Plot,1.499207967,0,1.499207967,0.69973637,3.69973637
Kai,19,oScatter Plot,13.50175337,15,1.49824663,0.698882214,3.698882214
Anna,58,oScatter Plot,21.48994724,20,1.48994724,0.691487033,3.691487033
Kai,13,oScatter Plot,56.37942952,55,1.37942952,0.58921652,3.58921652
Alina,31,oScatter Plot,14.37644688,13,1.37644688,0.586353434,3.586353434
hh,2,oScatter Plot,48.63331454,50,1.36668546,0.576943358,3.576943358
lalala,46,oScatter Plot,51.34498019,50,1.34498019,0.555796713,3.555796713
Alina,21,oScatter Plot,18.32850852,17,1.32850852,0.539539528,3.539539528
Alina,6,oScatter Plot,61.32424039,60,1.32424039,0.535296919,3.535296919
test,33,oScatter Plot,51.24512767,50,1.24512767,0.454310331,3.454310331
Kai,47,oScatter Plot,78.80680778,80,1.19319222,0.398560761,3.398560761
Anna,0,oScatter Plot,3.829557583,5,1.170442417,0.373444888,3.373444888
Anna,46,oScatter Plot,26.10233703,25,1.10233703,0.295531471,3.295531471
lalala,36,oScatter Plot,79.0476286,80,0.9523714,0.107515673,3.107515673
Anna,53,oScatter Plot,40.82293603,40,0.82293603,-0.077138391,2.922861609
lalala,17,oScatter Plot,89.19358328,90,0.80641672,-0.102501314,2.897498686
Alina,25,oScatter Plot,48.7781087,48,0.7781087,-0.147028451,2.852971549
hh,57,oScatter Plot,85.76206339,85,0.76206339,-0.172890891,2.827109109
hh,47,oScatter Plot,90.75725414,90,0.75725414,-0.1807338,2.8192662
Alina,2,oScatter Plot,95.7442174,95,0.7442174,-0.20221104,2.79778896
Alina,50,oScatter Plot,46.69485332,46,0.69485332,-0.286562275,2.713437725
Anna,33,oScatter Plot,2.415930269,3,0.584069731,-0.496000584,2.503999416
Jason,13,oScatter Plot,77.47666192,78,0.52333808,-0.625181783,2.374818217
Alina,17,oScatter Plot,54.59717641,55,0.40282359,-0.921872264,2.078127736
Jason,42,oScatter Plot,20.39396875,20,0.39396875,-0.946280426,2.053719574
Alina,36,oScatter Plot,39.63848721,40,0.36151279,-1.039450362,1.960549638
Kai,52,oScatter Plot,2.672828912,3,0.327171088,-1.145059346,1.854940654
test,49,oScatter Plot,79.72217479,80,0.27782521,-1.311774121,1.688225879
hh,13,oScatter Plot,49.75922778,50,0.24077222,-1.450982587,1.549017413
Anna,34,oScatter Plot,18.23631726,18,0.23631726,-1.468661921,1.531338079
hh,22,oScatter Plot,10.20238999,10,0.20238999,-1.610917883,1.389082117
test,54,oScatter Plot,59.81527651,60,0.18472349,-1.690947291,1.309052709
YUCHEN,37,oScatter Plot,5.819095955,6,0.180904045,-1.708848911,1.291151089
Jason,8,oScatter Plot,94.82083721,95,0.17916279,-1.717084424,1.282915576
lalala,33,oScatter Plot,96.16246671,96,0.16246671,-1.7985332,1.2014668
YUCHEN,13,oScatter Plot,11.89688971,12,0.10311029,-2.132196567,0.867803433
Anna,15,oScatter Plot,49.94459111,50,0.05540889,-2.470657663,0.529342337
Jason,5,oScatter Plot,39.96130122,40,0.03869878,-2.610884525,0.389115475
Jason,18,oScatter Plot,47.97377506,48,0.02622494,-2.725232007,0.274767993
Alina,20,oScatter Plot,96.00489301,96,0.00489301,-2.944604299,0.055395701
Agnes,0,oScatter Plot,20.98015806,20,0.98015806,0.144252719,3.144252719
Agnes,2,oScatter Plot,7.700604692,8,0.299395308,-1.236519389,1.763480611
Agnes,4,oScatter Plot,61.02781218,60,1.02781218,0.205157483,3.205157483
Agnes,7,oScatter Plot,53.78719515,53,0.78719515,-0.132585595,2.867414405
Agnes,9,oScatter Plot,64.15645508,75,10.84354492,3.455300246,6.455300246
Agnes,18,oScatter Plot,30.63964488,28,2.63964488,1.467094177,4.467094177
Agnes,19,oScatter Plot,75.46311269,80,4.53688731,2.220914131,5.220914131
Agnes,23,oScatter Plot,33.63273276,33,0.63273276,-0.400238972,2.599761028
Agnes,26,oScatter Plot,54.42921244,55,0.57078756,-0.52328121,2.47671879
Agnes,29,oScatter Plot,42.37487832,40,2.37487832,1.321857874,4.321857874
Agnes,35,oScatter Plot,11.49540015,10,1.49540015,0.696350124,3.696350124
Agnes,37,oScatter Plot,49.69831477,50,0.30168523,-1.228755923,1.771244077
Agnes,39,oScatter Plot,23.186986,20,3.186986,1.727696574,4.727696574
Agnes,43,oScatter Plot,92.79144753,96,3.20855247,1.737060435,4.737060435
Agnes,46,oScatter Plot,21.54881643,20,1.54881643,0.743141314,3.743141314
Agnes,47,oScatter Plot,80.12127379,85,4.87872621,2.323002851,5.323002851
Agnes,48,oScatter Plot,67.16236723,75,7.83763277,2.993245523,5.993245523
Agnes,51,oScatter Plot,28.79437706,31,2.20562294,1.220715617,4.220715617
Agnes,57,oScatter Plot,8.949090974,12,3.050909026,1.667169587,4.667169587
Agnes,58,oScatter Plot,47.05096976,50,2.94903024,1.620131357,4.620131357
L,0,oScatter Plot,95.33411919,97,1.66588081,0.840669324,3.840669324
L,4,oScatter Plot,24.18656584,16,8.18656584,3.055120296,6.055120296
L,9,oScatter Plot,94.31695753,93,1.31695753,0.528028673,3.528028673
L,12,oScatter Plot,21.12554897,24,2.87445103,1.584698478,4.584698478
L,14,oScatter Plot,97.02226068,98,0.97773932,0.141091788,3.141091788
L,16,oScatter Plot,81.59281002,83,1.40718998,0.615595192,3.615595192
L,17,oScatter Plot,41.70236487,43,1.29763513,0.508565694,3.508565694
L,19,oScatter Plot,93.02389819,95,1.97610181,1.07114607,4.07114607
L,20,oScatter Plot,45.0040613,49,3.9959387,2.042973003,5.042973003
L,22,oScatter Plot,47.98333696,58,10.01666304,3.342222341,6.342222341
L,23,oScatter Plot,10.65220181,13,2.34779819,1.306144503,4.306144503
L,27,oScatter Plot,80.81174767,87,6.18825233,2.658383414,5.658383414
L,28,oScatter Plot,61.60324446,75,13.39675554,3.757210565,6.757210565
L,30,oScatter Plot,88.8554945,90,1.1445055,0.344266645,3.344266645
L,32,oScatter Plot,42.43404981,43,0.56595019,-0.533346383,2.466653617
L,37,oScatter Plot,2.120251502,5,2.879748498,1.58724424,4.58724424
L,38,oScatter Plot,54.36492073,60,5.63507927,2.526088666,5.526088666
L,40,oScatter Plot,30.55570186,38,7.44429814,2.920159533,5.920159533
L,44,oScatter Plot,43.26078129,51,7.73921871,2.975303445,5.975303445
L,47,oScatter Plot,78.48196451,85,6.51803549,2.731842622,5.731842622
lalala,34,Pie Chart,60.83826359,55,5.83826359,2.576102109,5.576102109
Alina,30,Pie Chart,96.81370766,47,49.81370766,5.642086582,8.642086582
YUCHEN,33,Pie Chart,36.91433202,30,6.91433202,2.815438534,5.815438534
test,5,Pie Chart,56.87470444,30,26.87470444,4.754871709,7.754871709
test,12,Pie Chart,66.64122405,40,26.64122405,4.742341725,7.742341725
lalala,55,Pie Chart,43.79700306,70,26.20299694,4.718525859,7.718525859
Alina,16,Pie Chart,50.46208441,75,24.53791559,4.624271457,7.624271457
YUCHEN,42,Pie Chart,62.12342939,85,22.87657061,4.523660471,7.523660471
Anna,30,Pie Chart,78.59815548,58,20.59815548,4.373171791,7.373171791
lalala,52,Pie Chart,59.58154427,80,20.41845573,4.360606981,7.360606981
YUCHEN,28,Pie Chart,59.82148812,40,19.82148812,4.318062855,7.318062855
hh,37,Pie Chart,62.89747262,80,17.10252738,4.106643745,7.106643745
YUCHEN,34,Pie Chart,59.47241177,76,16.52758823,4.057674521,7.057674521
Anna,55,Pie Chart,18.8997172,35,16.1002828,4.020171719,7.020171719
hh,33,Pie Chart,63.95415433,80,16.04584567,4.015323223,7.015323223
YUCHEN,16,Pie Chart,50.02935983,34,16.02935983,4.013851675,7.013851675
lalala,59,Pie Chart,84.26311914,100,15.73688086,3.987491947,6.987491947
Jason,3,Pie Chart,64.39287573,80,15.60712427,3.975641582,6.975641582
hh,21,Pie Chart,54.63273183,70,15.36726817,3.953476475,6.953476475
Kai,1,Pie Chart,74.60131267,60,14.60131267,3.880324333,6.880324333
hh,34,Pie Chart,44.52984125,30,14.52984125,3.873305435,6.873305435
YUCHEN,4,Pie Chart,37.02538966,23,14.02538966,3.822769876,6.822769876
test,41,Pie Chart,16.03070999,30,13.96929001,3.8170389,6.8170389
Anna,57,Pie Chart,81.56884785,95,13.43115215,3.760875829,6.760875829
lalala,40,Pie Chart,37.48365595,50,12.51634405,3.660077956,6.660077956
lalala,44,Pie Chart,87.65934271,100,12.34065729,3.63988705,6.63988705
Kai,24,Pie Chart,32.14982442,20,12.14982442,3.617630483,6.617630483
Anna,4,Pie Chart,84.95533533,97,12.04466467,3.605217511,6.605217511
hh,15,Pie Chart,58.32411122,70,11.67588878,3.560823615,6.560823615
Kai,14,Pie Chart,46.61134156,35,11.61134156,3.552910858,6.552910858
Anna,5,Pie Chart,53.50288488,65,11.49711512,3.538800745,6.538800745
test,23,Pie Chart,88.90082666,100,11.09917334,3.488537289,6.488537289
Alina,53,Pie Chart,59.01239969,70,10.98760031,3.474124537,6.474124537
test,15,Pie Chart,40.97905834,30,10.97905834,3.473015148,6.473015148
Anna,42,Pie Chart,23.95159466,13,10.95159466,3.469442509,6.469442509
test,10,Pie Chart,80.22736545,70,10.22736545,3.371888547,6.371888547
lalala,39,Pie Chart,99.06880634,89,10.06880634,3.349620945,6.349620945
Kai,7,Pie Chart,34.69355617,25,9.69355617,3.29551089,6.29551089
Jason,19,Pie Chart,80.35576892,90,9.64423108,3.288245015,6.288245015
hh,38,Pie Chart,89.53004131,80,9.53004131,3.271282432,6.271282432
hh,18,Pie Chart,59.45161579,50,9.45161579,3.259515923,6.259515923
Alina,57,Pie Chart,55.73712159,65,9.26287841,3.230799156,6.230799156
Alina,7,Pie Chart,23.07211631,14,9.07211631,3.201181585,6.201181585
YUCHEN,3,Pie Chart,79.9537069,89,9.0462931,3.19712516,6.19712516
Alina,34,Pie Chart,41.26434349,33,8.26434349,3.068557917,6.068557917
Jason,26,Pie Chart,58.26370754,50,8.26370754,3.06844855,6.06844855
lalala,18,Pie Chart,98.2352591,90,8.2352591,3.063547655,6.063547655
Anna,25,Pie Chart,48.14924579,40,8.14924579,3.048627814,6.048627814
hh,3,Pie Chart,22.99910837,15,7.99910837,3.022209484,6.022209484
hh,32,Pie Chart,42.61657184,50,7.38342816,2.908510921,5.908510921
hh,8,Pie Chart,72.62212498,80,7.37787502,2.907443527,5.907443527
test,21,Pie Chart,57.36666928,50,7.36666928,2.905287213,5.905287213
lalala,5,Pie Chart,22.66784529,30,7.33215471,2.898625273,5.898625273
Kai,26,Pie Chart,17.29388027,10,7.29388027,2.891201458,5.891201458
test,17,Pie Chart,92.79676523,100,7.20323477,2.873465723,5.873465723
YUCHEN,32,Pie Chart,32.95979239,26,6.95979239,2.824725578,5.824725578
YUCHEN,29,Pie Chart,87.07931255,94,6.92068745,2.816740478,5.816740478
hh,12,Pie Chart,96.89304646,90,6.89304646,2.811069499,5.811069499
test,55,Pie Chart,33.10975536,40,6.89024464,2.810493415,5.810493415
Alina,58,Pie Chart,39.71113648,33,6.71113648,2.7731812,5.7731812
YUCHEN,0,Pie Chart,36.59812618,30,6.59812618,2.749132226,5.749132226
Jason,37,Pie Chart,76.52474403,70,6.52474403,2.733298808,5.733298808
Kai,30,Pie Chart,26.43325076,20,6.43325076,2.713311065,5.713311065
test,27,Pie Chart,56.32414116,50,6.32414116,2.689107048,5.689107048
Alina,39,Pie Chart,78.71471453,85,6.28528547,2.680388606,5.680388606
Kai,22,Pie Chart,21.27728458,15,6.27728458,2.678586806,5.678586806
lalala,24,Pie Chart,13.90450285,20,6.09549715,2.637029887,5.637029887
Jason,58,Pie Chart,35.85417454,30,5.85417454,2.579946326,5.579946326
YUCHEN,39,Pie Chart,44.81940563,39,5.81940563,2.571532565,5.571532565
Kai,28,Pie Chart,15.77142329,10,5.77142329,2.559840096,5.559840096
Jason,14,Pie Chart,54.28405039,60,5.71594961,2.546202939,5.546202939
lalala,11,Pie Chart,30.71213812,25,5.71213812,2.545261206,5.545261206
lalala,56,Pie Chart,35.59392144,30,5.59392144,2.515743088,5.515743088
Jason,34,Pie Chart,15.58482778,10,5.58482778,2.513447232,5.513447232
test,22,Pie Chart,44.4363771,50,5.5636229,2.508079448,5.508079448
test,2,Pie Chart,64.51937954,70,5.48062046,2.486874067,5.486874067
YUCHEN,36,Pie Chart,28.61330228,34,5.38669772,2.462496768,5.462496768
test,50,Pie Chart,24.73273486,30,5.26726514,2.430891436,5.430891436
Anna,49,Pie Chart,72.96802603,78,5.03197397,2.366524764,5.366524764
Kai,8,Pie Chart,14.97726846,10,4.97726846,2.35113881,5.35113881
Anna,54,Pie Chart,24.87172064,20,4.87172064,2.320981561,5.320981561
YUCHEN,23,Pie Chart,75.14524463,80,4.85475537,2.316074872,5.316074872
test,51,Pie Chart,84.83009493,80,4.83009493,2.308912697,5.308912697
test,58,Pie Chart,95.21657368,100,4.78342632,2.295260559,5.295260559
Kai,4,Pie Chart,29.73467427,25,4.73467427,2.280859617,5.280859617
Jason,54,Pie Chart,14.68496219,10,4.68496219,2.266025553,5.266025553
lalala,41,Pie Chart,84.6770973,80,4.6770973,2.263664636,5.263664636
Jason,16,Pie Chart,75.78964407,80,4.21035593,2.116150443,5.116150443
Kai,42,Pie Chart,19.16285494,15,4.16285494,2.1002561,5.1002561
Anna,1,Pie Chart,45.04723947,41,4.04723947,2.060821965,5.060821965
lalala,13,Pie Chart,10.97228362,15,4.02771638,2.054055343,5.054055343
hh,36,Pie Chart,6.013411245,10,3.986588755,2.039695972,5.039695972
Jason,28,Pie Chart,48.97158162,45,3.97158162,2.034420559,5.034420559
Jason,57,Pie Chart,84.05582602,88,3.94417398,2.024735965,5.024735965
hh,20,Pie Chart,6.112538114,10,3.887461886,2.004487688,5.004487688
Kai,23,Pie Chart,33.84011019,30,3.84011019,1.987360959,4.987360959
Kai,11,Pie Chart,81.19398965,85,3.80601035,1.974900162,4.974900162
Kai,17,Pie Chart,53.7077714,50,3.7077714,1.938387953,4.938387953
lalala,28,Pie Chart,61.37801127,65,3.62198873,1.905731638,4.905731638
test,11,Pie Chart,33.56321372,30,3.56321372,1.882922258,4.882922258
Jason,7,Pie Chart,81.55375262,85,3.44624738,1.836428073,4.836428073
YUCHEN,43,Pie Chart,29.43083462,26,3.43083462,1.830188227,4.830188227
test,24,Pie Chart,1.58380975,5,3.41619025,1.824234354,4.824234354
Jason,56,Pie Chart,86.60655597,90,3.39344403,1.814937563,4.814937563
YUCHEN,9,Pie Chart,92.23914869,89,3.23914869,1.750241472,4.750241472
hh,35,Pie Chart,13.23714829,10,3.23714829,1.749383357,4.749383357
Alina,13,Pie Chart,88.16362277,85,3.16362277,1.71748353,4.71748353
test,13,Pie Chart,56.89847377,60,3.10152623,1.689981754,4.689981754
Jason,31,Pie Chart,46.99553933,50,3.00446067,1.645914045,4.645914045
Kai,21,Pie Chart,45.07255779,48,2.92744221,1.609963982,4.609963982
Kai,18,Pie Chart,42.08015997,45,2.91984003,1.606366434,4.606366434
hh,5,Pie Chart,87.08677973,90,2.91322027,1.603226469,4.603226469
Jason,30,Pie Chart,95.08821459,98,2.91178541,1.602544966,4.602544966
hh,27,Pie Chart,12.84068121,10,2.84068121,1.568363526,4.568363526
Alina,23,Pie Chart,57.82972037,55,2.82972037,1.563021603,4.563021603
Anna,44,Pie Chart,47.64329864,45,2.64329864,1.468999587,4.468999587
hh,23,Pie Chart,92.6249797,90,2.6249797,1.459420969,4.459420969
Alina,18,Pie Chart,95.37746702,98,2.62253298,1.458136799,4.458136799
hh,30,Pie Chart,7.555530732,5,2.555530732,1.422518676,4.422518676
Jason,24,Pie Chart,22.34450409,20,2.34450409,1.304221358,4.304221358
Anna,2,Pie Chart,88.68439772,91,2.31560228,1.287237213,4.287237213
lalala,15,Pie Chart,32.25424051,30,2.25424051,1.250501117,4.250501117
Anna,12,Pie Chart,24.24705397,22,2.24705397,1.246136835,4.246136835
Jason,53,Pie Chart,32.16948034,30,2.16948034,1.198167445,4.198167445
Alina,19,Pie Chart,19.93316393,22,2.06683607,1.132139901,4.132139901
Jason,47,Pie Chart,43.19231303,45,1.80768697,0.950607989,3.950607989
Kai,36,Pie Chart,96.76424015,95,1.76424015,0.917806101,3.917806101
lalala,29,Pie Chart,98.24167626,100,1.75832374,0.913281018,3.913281018
Alina,45,Pie Chart,10.31850515,12,1.68149485,0.853193142,3.853193142
test,46,Pie Chart,98.377758,100,1.622242,0.805079441,3.805079441
Anna,56,Pie Chart,39.53941792,38,1.53941792,0.735017726,3.735017726
lalala,32,Pie Chart,48.5442046,50,1.4557954,0.660650654,3.660650654
Jason,29,Pie Chart,6.560461165,8,1.439538835,0.64573747,3.64573747
YUCHEN,22,Pie Chart,94.56267787,96,1.43732213,0.643691949,3.643691949
Alina,29,Pie Chart,43.68146649,45,1.31853351,0.529604598,3.529604598
Jason,35,Pie Chart,48.71600068,50,1.28399932,0.494670915,3.494670915
Alina,27,Pie Chart,91.24574161,90,1.24574161,0.454956643,3.454956643
Alina,22,Pie Chart,86.14179955,85,1.14179955,0.34118826,3.34118826
Alina,49,Pie Chart,8.090586742,9,0.909413258,0.048812671,3.048812671
Kai,6,Pie Chart,14.09296731,15,0.90703269,0.045488669,3.045488669
Alina,38,Pie Chart,33.88765296,33,0.88765296,0.018139842,3.018139842
YUCHEN,5,Pie Chart,87.18884123,88,0.81115877,-0.095174867,2.904825133
Alina,59,Pie Chart,54.2220583,55,0.7779417,-0.147295254,2.852704746
Anna,23,Pie Chart,10.22610927,11,0.77389073,-0.153782344,2.846217656
Anna,18,Pie Chart,14.25225923,15,0.74774077,-0.196374901,2.803625099
lalala,16,Pie Chart,35.68743772,35,0.68743772,-0.299670872,2.700329128
lalala,35,Pie Chart,19.3130721,20,0.6869279,-0.300576475,2.699423525
Alina,42,Pie Chart,70.68255691,70,0.68255691,-0.308364162,2.691635838
hh,28,Pie Chart,0.672744103,0,0.672744103,-0.326002056,2.673997944
Kai,2,Pie Chart,39.3288815,40,0.6711185,-0.328944907,2.671055093
YUCHEN,10,Pie Chart,0.953068271,0.3,0.653068271,-0.362031346,2.637968654
hh,39,Pie Chart,70.59989917,70,0.59989917,-0.464147758,2.535852242
YUCHEN,27,Pie Chart,91.40579179,92,0.59420821,-0.475518605,2.524481395
Anna,16,Pie Chart,10.59028148,10,0.59028148,-0.483417007,2.516582993
test,0,Pie Chart,99.58857463,100,0.41142537,-0.898550624,2.101449376
YUCHEN,14,Pie Chart,30.37794507,30,0.37794507,-0.991527253,2.008472747
Kai,10,Pie Chart,79.72186659,80,0.27813341,-1.310670742,1.689329258
Anna,47,Pie Chart,14.72556502,15,0.27443498,-1.323967414,1.676032586
Anna,29,Pie Chart,75.76425751,76,0.23574249,-1.470958734,1.529041266
Anna,59,Pie Chart,94.85991883,95,0.14008117,-1.915493903,1.084506097
Agnes,3,Pie Chart,84.63859198,90,5.36140802,2.455861918,5.455861918
Agnes,6,Pie Chart,59.17743078,50,9.17743078,3.21760775,6.21760775
Agnes,10,Pie Chart,3.984678271,5,1.015321729,0.189440922,3.189440922
Agnes,12,Pie Chart,54.86573265,45,9.86573265,3.320590479,6.320590479
Agnes,14,Pie Chart,74.29519979,80,5.70480021,2.543446442,5.543446442
Agnes,16,Pie Chart,17.23363828,20,2.76636172,1.531749107,4.531749107
Agnes,17,Pie Chart,27.40132612,20,7.40132612,2.911945804,5.911945804
Agnes,21,Pie Chart,68.6531912,60,8.6531912,3.133923694,6.133923694
Agnes,22,Pie Chart,8.566715811,8,0.566715811,-0.531748661,2.468251339
Agnes,24,Pie Chart,74.10071472,80,5.89928528,2.59079009,5.59079009
Agnes,25,Pie Chart,38.89002655,30,8.89002655,3.172331741,6.172331741
Agnes,28,Pie Chart,53.83772854,50,3.83772854,1.986494141,4.986494141
Agnes,34,Pie Chart,87.15732662,90,2.84267338,1.569332319,4.569332319
Agnes,36,Pie Chart,77.78761406,70,7.78761406,2.984154391,5.984154391
Agnes,41,Pie Chart,84.96311725,95,10.03688275,3.345095818,6.345095818
Agnes,49,Pie Chart,34.09976072,30,4.09976072,2.078869633,5.078869633
Agnes,54,Pie Chart,79.38638822,80,0.61361178,-0.437111823,2.562888177
Agnes,55,Pie Chart,51.03663974,60,8.96336026,3.184020024,6.184020024
Agnes,56,Pie Chart,73.46797611,85,11.53202389,3.543127602,6.543127602
Agnes,59,Pie Chart,3.658770245,5,1.341229755,0.552111188,3.552111188
L,2,Pie Chart,33.9770779,27,6.9770779,2.828241185,5.828241185
L,6,Pie Chart,6.144224754,9,2.855775246,1.575687599,4.575687599
L,7,Pie Chart,29.78284302,30,0.21715698,-1.547269716,1.452730284
L,8,Pie Chart,39.08115684,35,4.08115684,2.072502647,5.072502647
L,13,Pie Chart,25.12362696,23,2.12362696,1.169044342,4.169044342
L,21,Pie Chart,12.33260561,14,1.66739439,0.841888116,3.841888116
L,24,Pie Chart,58.47095583,70,11.52904417,3.542758779,6.542758779
L,26,Pie Chart,89.25629187,95,5.74370813,2.55304296,5.55304296
L,34,Pie Chart,37.92208794,39,1.07791206,0.266531177,3.266531177
L,35,Pie Chart,42.28738632,40,2.28738632,1.270460959,4.270460959
L,36,Pie Chart,64.06698251,80,15.93301749,4.005221885,7.005221885
L,41,Pie Chart,99.05765756,95,4.05765756,2.064419887,5.064419887
L,42,Pie Chart,28.19452992,34,5.80547008,2.568146465,5.568146465
L,43,Pie Chart,60.57414443,88,27.42585557,4.784025216,7.784025216
L,49,Pie Chart,85.77090234,95,9.22909766,3.225598491,6.225598491
L,50,Pie Chart,54.42708658,67,12.57291342,3.666519541,6.666519541
L,53,Pie Chart,40.60771223,46,5.39228777,2.46395923,5.46395923
L,54,Pie Chart,33.30850522,34,0.69149478,-0.292484432,2.707515568
L,55,Pie Chart,33.98776584,38,4.01223416,2.048666614,5.048666614
L,56,Pie Chart,18.39608415,26,7.60391585,2.950266059,5.950266059
